order_id,item_id,customer_id,quantity,price,order_date,location,delivery_time
217,3,967,1,11.49,2025-01-07,Miami,37
218,5,382,2,9.98,2025-02-08,Miami,28
219,5,265,3,14.97,2025-05-19,Miami,45
220,3,991,2,22.98,2025-04-20,Chicago,32
221,2,880,3,32.97,2025-04-27,New York,35
222,2,800,1,10.99,2025-04-26,Chicago,38
223,4,962,3,26.97,2025-05-19,New York,30
224,5,308,2,9.98,2025-05-28,Chicago,25
225,5,944,2,9.98,2025-01-15,Chicago,21
226,2,801,2,21.98,2025-06-06,Atlanta,40
227,4,15,2,17.98,2025-05-09,Dallas,33
228,3,641,1,11.49,2025-01-23,New York,31
229,4,750,1,8.99,2025-05-17,Miami,24
230,5,837,1,4.99,2025-06-14,Chicago,40
231,5,296,1,4.99,2025-02-02,New York,23
232,2,881,2,21.98,2025-03-04,Miami,37
233,4,447,3,26.97,2025-06-08,Miami,21
234,5,392,2,9.98,2025-02-19,Atlanta,39
235,1,786,3,38.97,2025-03-01,Chicago,27
236,1,522,3,38.97,2025-04-21,New York,43
237,5,795,3,14.97,2025-06-13,Chicago,20
238,1,912,3,38.97,2025-03-15,Miami,42
239,2,966,2,21.98,2025-01-01,Miami,36
240,4,867,1,8.99,2025-04-03,Atlanta,41
241,2,1000,2,21.98,2025-04-15,New York,35
242,5,541,1,4.99,2024-12-29,New York,31
243,3,120,1,11.49,2025-03-20,Chicago,39
244,1,229,1,12.99,2025-06-04,Atlanta,34
245,4,391,3,26.97,2025-04-21,Dallas,29
246,1,733,3,38.97,2025-06-23,Chicago,38
247,2,235,2,21.98,2025-01-22,Atlanta,43
248,3,689,3,34.47,2025-06-13,Chicago,40
249,4,88,1,8.99,2025-04-09,Miami,20
250,3,407,3,34.47,2025-04-17,New York,35
251,1,264,2,25.98,2025-05-28,Atlanta,29
252,3,107,1,11.49,2025-02-10,Miami,29
253,1,402,1,12.99,2025-05-04,Dallas,43
254,1,870,1,12.99,2025-06-18,Chicago,28
255,4,188,1,8.99,2025-03-30,Miami,18
256,3,425,1,11.49,2025-04-18,Dallas,16
257,4,782,3,26.97,2025-03-23,Chicago,31
258,3,164,3,34.47,2025-06-19,Chicago,44
259,1,772,2,25.98,2025-04-30,Miami,33
260,2,930,1,10.99,2025-04-05,Miami,20
261,3,172,1,11.49,2025-01-23,Miami,36
262,4,658,3,26.97,2025-05-12,Atlanta,32
263,4,8,1,8.99,2025-01-25,Atlanta,24
264,2,482,3,32.97,2025-05-28,Dallas,23
265,2,727,1,10.99,2025-01-24,Miami,29
266,5,265,1,4.99,2025-04-16,Atlanta,32
267,3,90,1,11.49,2025-04-13,Chicago,25
268,3,173,2,22.98,2025-05-05,Chicago,34
269,2,341,1,10.99,2025-04-13,Dallas,34
270,3,533,3,34.47,2025-04-02,Dallas,19
271,2,389,2,21.98,2025-01-18,Dallas,30
272,5,573,1,4.99,2025-03-26,Atlanta,31
273,3,297,1,11.49,2025-06-22,New York,38
274,1,477,2,25.98,2025-02-06,Atlanta,22
275,1,245,3,38.97,2025-05-27,Chicago,26
276,5,296,2,9.98,2025-05-25,New York,42
277,1,788,1,12.99,2025-02-27,Atlanta,21
278,4,72,2,17.98,2025-06-12,New York,42
279,2,999,3,32.97,2025-01-08,Miami,40
280,4,436,2,17.98,2025-06-24,Atlanta,43
281,3,158,2,22.98,2025-05-21,Miami,24
282,5,548,1,4.99,2025-02-23,Miami,29
283,4,589,2,17.98,2025-02-03,Chicago,21
284,5,477,3,14.97,2025-05-24,Miami,23
285,2,910,2,21.98,2025-02-28,Dallas,26
286,5,126,2,9.98,2025-02-09,Chicago,39
287,4,594,3,26.97,2025-02-14,Miami,31
288,4,876,3,26.97,2025-01-15,Chicago,23
289,4,751,3,26.97,2025-02-01,New York,35
290,4,853,3,26.97,2025-06-04,Chicago,35
291,3,562,3,34.47,2025-02-26,Chicago,33
292,2,318,1,10.99,2025-03-13,Chicago,37
293,2,690,1,10.99,2025-01-19,Miami,39
294,1,480,3,38.97,2025-02-11,Chicago,39
295,1,582,2,25.98,2025-06-17,Miami,22
296,2,917,2,21.98,2025-01-19,Miami,21
297,4,9,3,26.97,2025-06-05,Miami,37
298,4,921,1,8.99,2025-06-05,New York,31
299,2,942,1,10.99,2025-03-11,New York,34
300,2,80,1,10.99,2025-03-29,Dallas,40
301,3,186,2,22.98,2025-02-08,Chicago,38
302,2,99,3,32.97,2025-05-07,Miami,41
303,4,683,3,26.97,2025-02-03,Miami,21
304,4,667,3,26.97,2025-05-20,Chicago,20
305,5,292,2,9.98,2025-02-14,Dallas,35
306,2,830,3,32.97,2025-06-14,New York,43
307,4,959,2,17.98,2025-03-31,Miami,28
308,4,491,1,8.99,2025-02-16,Miami,16
309,1,337,3,38.97,2025-04-01,Atlanta,32
310,2,635,1,10.99,2025-01-16,Miami,37
311,3,722,2,22.98,2025-01-14,Miami,42
312,3,342,2,22.98,2025-05-17,Atlanta,23
313,3,371,3,34.47,2025-04-23,Chicago,30
314,1,563,3,38.97,2025-01-08,Dallas,15
315,5,749,2,9.98,2025-02-04,Miami,29
316,4,34,2,17.98,2025-02-11,Atlanta,35
317,3,723,2,22.98,2025-06-25,Dallas,41
318,2,999,2,21.98,2025-03-12,Atlanta,43
319,5,61,3,14.97,2025-06-26,Chicago,23
320,1,724,3,38.97,2025-03-10,Miami,35
321,1,435,1,12.99,2025-06-05,New York,29
322,1,479,1,12.99,2025-01-20,Atlanta,37
323,1,822,3,38.97,2025-06-28,Dallas,32
324,2,395,1,10.99,2025-03-24,Atlanta,38
325,1,333,1,12.99,2025-01-20,Chicago,38
326,4,380,1,8.99,2025-05-27,New York,30
327,2,195,1,10.99,2025-06-22,Dallas,39
328,2,276,1,10.99,2025-04-30,New York,24
329,3,195,2,22.98,2025-03-30,New York,34
330,5,496,3,14.97,2025-01-12,Atlanta,28
331,2,50,3,32.97,2025-04-03,Dallas,35
332,5,85,1,4.99,2025-04-20,Miami,28
333,1,106,2,25.98,2025-01-17,Dallas,31
334,1,769,3,38.97,2025-01-27,Dallas,20
335,2,545,1,10.99,2025-01-12,New York,15
336,3,86,3,34.47,2025-04-02,Atlanta,44
337,5,855,3,14.97,2025-06-09,New York,29
338,3,387,3,34.47,2025-05-17,New York,36
339,1,720,1,12.99,2025-03-03,Dallas,29
340,5,992,2,9.98,2025-06-23,Atlanta,45
341,3,365,2,22.98,2025-05-03,Atlanta,36
342,1,327,3,38.97,2025-05-31,Dallas,39
343,5,303,2,9.98,2025-06-23,Miami,29
344,4,892,3,26.97,2025-05-29,New York,41
345,4,466,3,26.97,2025-06-01,Dallas,34
346,4,420,2,17.98,2025-05-19,New York,17
347,3,779,2,22.98,2025-06-28,Miami,34
348,3,123,3,34.47,2025-06-17,Miami,28
349,5,233,1,4.99,2025-04-11,Miami,42
350,3,747,2,22.98,2025-03-14,New York,43
351,1,738,2,25.98,2025-05-02,Miami,32
352,5,881,3,14.97,2025-03-24,Dallas,29
353,1,914,2,25.98,2025-02-21,New York,27
354,5,813,3,14.97,2025-03-20,Dallas,31
355,3,205,1,11.49,2025-02-03,New York,25
356,1,132,1,12.99,2025-04-10,Atlanta,17
357,4,689,2,17.98,2025-02-12,Atlanta,28
358,3,790,3,34.47,2025-04-29,Dallas,21
359,5,525,2,9.98,2025-04-18,Atlanta,36
360,4,966,1,8.99,2025-05-28,Miami,26
361,3,602,3,34.47,2025-03-30,Dallas,37
362,2,513,1,10.99,2025-01-20,Atlanta,42
363,4,274,2,17.98,2025-05-05,Atlanta,18
364,5,696,1,4.99,2025-05-08,Atlanta,41
365,4,282,1,8.99,2025-02-13,New York,20
366,5,554,2,9.98,2025-01-11,Dallas,16
367,3,494,3,34.47,2025-02-09,New York,33
368,3,987,1,11.49,2025-05-14,Atlanta,40
369,2,793,1,10.99,2025-02-10,Chicago,30
370,4,798,3,26.97,2025-06-06,Atlanta,23
371,3,50,2,22.98,2025-04-23,Miami,38
372,3,713,1,11.49,2025-02-28,New York,23
373,4,79,1,8.99,2025-02-06,Dallas,31
374,2,300,1,10.99,2025-01-06,New York,24
375,4,13,1,8.99,2025-05-31,Atlanta,42
376,1,157,3,38.97,2025-06-07,Dallas,45
377,1,282,2,25.98,2025-06-21,Dallas,28
378,2,196,2,21.98,2025-05-26,New York,40
379,1,439,2,25.98,2025-05-12,Atlanta,42
380,1,390,2,25.98,2025-02-11,Chicago,44
381,3,286,2,22.98,2025-03-23,Miami,30
382,2,710,1,10.99,2025-01-29,Dallas,33
383,5,839,1,4.99,2025-02-03,New York,36
384,4,285,1,8.99,2025-02-06,Dallas,40
385,2,181,1,10.99,2025-06-22,Dallas,43
386,3,990,1,11.49,2025-04-09,Dallas,44
387,2,467,3,32.97,2025-03-24,Atlanta,16
388,2,586,2,21.98,2025-06-01,New York,20
389,1,159,2,25.98,2025-05-28,Atlanta,20
390,1,703,3,38.97,2025-04-03,New York,38
391,4,330,2,17.98,2025-06-15,Chicago,45
392,3,454,2,22.98,2025-03-01,Miami,41
393,3,621,2,22.98,2025-01-26,Atlanta,37
394,2,281,3,32.97,2025-01-04,New York,17
395,5,499,3,14.97,2025-06-29,Chicago,34
396,5,209,2,9.98,2025-05-05,Atlanta,26
397,4,100,3,26.97,2025-03-06,Dallas,16
398,4,934,2,17.98,2025-01-27,Miami,32
399,2,818,3,32.97,2025-01-26,New York,27
400,3,988,1,11.49,2025-01-06,Chicago,20
401,5,798,1,4.99,2025-04-02,Chicago,34
402,1,17,3,38.97,2025-01-28,Atlanta,23
403,3,822,1,11.49,2025-01-13,Dallas,38
404,2,630,2,21.98,2025-02-07,Atlanta,17
405,4,760,1,8.99,2025-01-06,New York,44
406,2,771,2,21.98,2025-05-18,Chicago,23
407,5,915,2,9.98,2025-06-10,Dallas,34
408,1,324,3,38.97,2025-06-01,Atlanta,24
409,4,526,1,8.99,2025-02-23,Atlanta,31
410,4,144,3,26.97,2025-01-12,Atlanta,28
411,1,753,1,12.99,2025-05-06,Chicago,37
412,4,162,1,8.99,2025-06-26,Atlanta,39
413,5,91,1,4.99,2025-06-15,New York,19
414,2,728,1,10.99,2025-02-17,Atlanta,21
415,5,292,3,14.97,2025-03-30,Atlanta,19
416,5,60,2,9.98,2025-02-05,Miami,45
417,5,113,3,14.97,2025-05-15,Atlanta,27
418,2,392,3,32.97,2025-02-25,Dallas,28
419,5,471,1,4.99,2025-04-05,Dallas,42
420,1,283,2,25.98,2025-03-19,New York,39
421,4,995,3,26.97,2025-02-24,Miami,37
422,2,421,1,10.99,2025-06-14,Dallas,25
423,2,367,1,10.99,2025-03-25,Dallas,30
424,2,171,1,10.99,2025-02-02,Chicago,21
425,1,257,3,38.97,2025-04-19,Miami,34
426,5,897,3,14.97,2025-01-21,Chicago,25
427,3,834,2,22.98,2025-02-21,New York,39
428,4,580,3,26.97,2025-03-06,Miami,42
429,2,263,3,32.97,2025-02-23,Miami,31
430,1,158,3,38.97,2025-05-29,New York,31
431,2,424,3,32.97,2025-03-15,Chicago,34
432,5,280,3,14.97,2025-06-15,Atlanta,23
433,5,659,1,4.99,2025-06-19,Miami,32
434,5,513,3,14.97,2025-03-31,Miami,44
435,2,471,2,21.98,2025-01-29,Atlanta,39
436,4,708,3,26.97,2025-04-23,Miami,25
437,5,114,3,14.97,2025-05-18,Dallas,27
438,5,844,1,4.99,2025-03-06,Dallas,31
439,4,167,3,26.97,2025-04-25,Atlanta,42
440,2,653,2,21.98,2025-02-19,Atlanta,37
441,1,251,1,12.99,2025-01-03,Miami,29
442,1,97,3,38.97,2025-05-25,Atlanta,23
443,5,500,2,9.98,2025-05-25,Atlanta,38
444,5,884,2,9.98,2025-04-09,Chicago,36
445,4,5,3,26.97,2025-04-29,Dallas,22
446,4,79,2,17.98,2025-03-24,New York,34
447,3,627,1,11.49,2025-04-28,Miami,44
448,2,415,2,21.98,2025-02-28,Chicago,44
449,5,316,2,9.98,2025-02-15,Miami,33
450,3,153,2,22.98,2025-01-26,Chicago,39
451,2,777,1,10.99,2025-02-01,Chicago,26
452,1,561,3,38.97,2025-05-22,Miami,44
453,4,159,3,26.97,2025-02-19,Chicago,38
454,1,602,3,38.97,2025-04-16,New York,39
455,2,956,2,21.98,2025-01-04,Atlanta,25
456,2,920,3,32.97,2025-03-14,Atlanta,24
457,1,617,3,38.97,2025-03-16,Dallas,29
458,2,919,2,21.98,2024-12-30,Atlanta,40
459,4,553,1,8.99,2025-01-06,Chicago,28
460,1,115,3,38.97,2025-02-23,Atlanta,25
461,3,584,2,22.98,2025-02-09,New York,34
462,4,539,3,26.97,2025-02-20,Chicago,17
463,3,555,1,11.49,2025-03-13,Chicago,16
464,1,296,1,12.99,2025-03-07,Dallas,35
465,3,672,1,11.49,2025-01-04,Chicago,42
466,3,939,2,22.98,2025-05-06,Miami,26
467,2,602,3,32.97,2025-06-20,Chicago,27
468,3,147,3,34.47,2025-01-26,Chicago,43
469,3,808,1,11.49,2025-06-27,Chicago,23
470,3,531,1,11.49,2025-03-30,Dallas,35
471,5,788,1,4.99,2025-03-30,Atlanta,39
472,2,610,3,32.97,2025-02-21,Chicago,31
473,2,577,1,10.99,2025-02-01,Miami,32
474,5,248,1,4.99,2025-03-13,Miami,30
475,4,917,1,8.99,2025-03-15,Miami,15
476,4,676,1,8.99,2025-01-21,Miami,26
477,2,467,3,32.97,2025-02-18,Dallas,27
478,2,908,2,21.98,2025-03-04,Dallas,42
479,1,880,1,12.99,2025-03-21,New York,25
480,5,83,1,4.99,2025-01-16,Atlanta,23
481,4,940,1,8.99,2025-02-18,Chicago,34
482,2,46,2,21.98,2025-01-31,Dallas,45
483,1,364,1,12.99,2025-02-08,Miami,18
484,4,341,2,17.98,2025-04-26,Chicago,44
485,1,201,3,38.97,2025-02-10,Atlanta,33
486,2,962,3,32.97,2025-06-05,Atlanta,41
487,1,660,1,12.99,2025-02-27,New York,41
488,1,29,1,12.99,2025-03-09,Dallas,22
489,4,835,1,8.99,2025-05-24,Miami,24
490,3,823,2,22.98,2025-03-14,Miami,25
491,4,37,3,26.97,2025-02-18,Dallas,25
492,1,670,3,38.97,2025-05-06,New York,16
493,4,502,1,8.99,2025-06-27,Chicago,20
494,3,451,1,11.49,2025-03-22,Miami,18
495,1,914,1,12.99,2025-02-18,Miami,42
496,5,13,1,4.99,2025-02-17,Atlanta,26
497,3,262,2,22.98,2025-05-31,Miami,24
498,1,575,2,25.98,2025-06-14,Miami,42
499,5,135,3,14.97,2025-05-24,Atlanta,33
500,2,128,1,10.99,2025-03-16,Chicago,25
501,1,126,2,25.98,2025-04-04,Dallas,23
502,2,539,1,10.99,2025-02-05,Chicago,16
503,3,611,1,11.49,2025-01-22,Miami,33
504,3,447,1,11.49,2025-04-24,Chicago,15
505,4,87,1,8.99,2025-04-12,Chicago,24
506,2,749,2,21.98,2025-02-04,Dallas,26
507,4,255,2,17.98,2025-02-06,Miami,26
508,5,148,3,14.97,2025-04-02,New York,22
509,5,364,3,14.97,2025-01-01,New York,15
510,5,636,3,14.97,2025-04-18,New York,38
511,5,769,1,4.99,2025-06-21,Atlanta,41
512,2,354,2,21.98,2025-03-27,Dallas,30
513,4,841,2,17.98,2025-04-13,Atlanta,31
514,2,255,2,21.98,2025-03-02,New York,24
515,3,280,2,22.98,2025-03-31,Chicago,18
516,2,407,2,21.98,2024-12-31,Dallas,42
517,5,712,1,4.99,2025-04-03,Chicago,28
518,1,770,1,12.99,2025-01-31,Dallas,21
519,4,766,3,26.97,2025-04-30,Atlanta,37
520,3,186,2,22.98,2025-01-13,Dallas,40
521,5,738,3,14.97,2024-12-29,Atlanta,45
522,4,623,3,26.97,2025-04-05,Chicago,15
523,2,791,1,10.99,2025-02-26,Dallas,24
524,4,999,1,8.99,2025-03-09,Atlanta,38
525,2,957,3,32.97,2025-05-11,Atlanta,39
526,2,854,1,10.99,2025-06-02,Chicago,40
527,3,183,1,11.49,2025-06-18,New York,41
528,2,510,2,21.98,2025-05-26,Dallas,42
529,1,25,2,25.98,2025-02-25,Dallas,18
530,1,421,2,25.98,2025-06-01,New York,25
531,4,284,1,8.99,2025-03-27,Dallas,42
532,4,739,3,26.97,2025-04-22,Chicago,21
533,2,363,2,21.98,2025-01-23,Chicago,24
534,5,699,3,14.97,2025-06-07,New York,31
535,1,241,2,25.98,2025-02-09,Miami,35
536,5,865,3,14.97,2025-06-15,Atlanta,37
537,5,24,3,14.97,2025-01-31,Miami,31
538,5,990,3,14.97,2025-06-20,Dallas,15
539,1,412,1,12.99,2025-05-11,New York,17
540,4,292,1,8.99,2025-05-12,Atlanta,33
541,1,799,1,12.99,2025-01-28,Atlanta,29
542,5,59,1,4.99,2025-01-17,Atlanta,32
543,4,202,3,26.97,2025-02-11,Chicago,27
